ID,Categoría,Control / Pregunta de Assessment,"Calific.
PR.AA-07,Identity Mgmt & Auth,"¿Hay NAC, 802.1X o control que verifique quién o qué se conecta a la red (cableada y WiFi) antes de darle acceso? ¿O cualquiera con la clave del WiFi corporativo entra libremente sin verificación de identidad del dispositivo?",3,3-Definido,2,6,60%,1,◑ BUENO,SÍNTESIS,"Verificar control de acceso a la red basado en identidad/postura. Evidencia: Solución NAC o 802.1X implementada, cobertura en red cableada y WiFi, políticas de cuarentena para dispositivos no conformes.",,
► PR.AT — Awareness and Training  |  El personal y socios son educados sobre los riesgos de ciberseguridad y su rol en la protección,,,,,,,,,,,,,
PR.AT-01,Awareness & Training,¿Los empleados nuevos reciben una inducción formal en ciberseguridad como parte obligatoria del onboarding? ¿O depende del área y del jefe directo que lo considere o no? ¿Hay acuse de recibo de la política de seguridad?,4,5-Optimizado,2,8,80%,1,★ ÓPTIMO,NIST 2.0,"Verificar programa de inducción de seguridad en onboarding. Evidencia: Módulo de seguridad en proceso de inducción, firma de política de uso aceptable, % de empleados nuevos con inducción completada.",,
PR.AT-02,Awareness & Training,"¿Para el personal existente, hay repasos periódicos con evaluación de conocimiento? ¿Hacen campañas de phishing simulado y miden la tasa de click y reporte? ¿Las métricas muestran tendencia de mejora real en el tiempo?",3,3-Definido,1,3,60%,1,◑ BUENO,NIST 2.0,"Verificar programa periódico de concientización con métricas. Evidencia: Calendario de capacitaciones anuales, resultados de phishing simulado (% click, % reporte), tendencia de mejora en el tiempo, diferenciación por nivel de riesgo del rol.",,
► PR.DS — Data Security  |  La información y los registros (datos) son manejados de acuerdo con la estrategia de riesgo de la organización,,,,,,,,,,,,,
PR.DS-01,Data Security,"¿Las bases de datos y repositorios con información sensible (datos personales, financieros, de salud) están cifrados en reposo? ¿Si alguien robara un disco o backup hoy, podría leer los datos sin la clave de cifrado?",2,2-Repetible,3,6,40%,0,→ MEDIO,NIST 2.0,"Verificar cifrado en reposo de bases de datos y almacenamiento. Evidencia: Política de cifrado de datos, herramientas de cifrado implementadas (TDE, BitLocker, LUKS), cobertura de bases de datos críticas, prueba de irrecuperabilidad sin clave.",,
PR.DS-02,Data Security,"¿La información que viaja entre sedes, hacia la nube y hacia usuarios remotos viaja cifrada? ¿Las MPLS tienen cifrado adicional (no confiar sólo en el canal del proveedor) o las MPLS van en plano?",3,3-Definido,3,9,60%,1,◑ BUENO,SÍNTESIS,"Verificar cifrado en tránsito en todos los canales. Evidencia: Configuración de cifrado en VPNs y MPLS, uso de TLS 1.2+ en aplicaciones, política de 'cifrado siempre' en tránsito, revisión de canales sin cifrar.",,
PR.DS-03,Data Security,"¿Cuando descartan un equipo, disco duro o medio de almacenamiento, hay un proceso de borrado seguro irrecuperable (sanitización)? ¿Solo formatear NO es suficiente: el dato puede recuperarse fácilmente con herramientas gratuitas?",4,5-Optimizado,1,4,80%,1,★ ÓPTIMO,NIST 2.0,"Verificar proceso de sanitización de medios. Evidencia: Procedimiento de borrado seguro (Método DoD 5220, NIST 800-88), certificado de sanitización para equipos descartados, política de destrucción física para discos con datos muy sensibles.",,
PR.DS-04,Data Security,"¿Hay controles DLP para detectar si información sensible sale de la organización por correo, USB, almacenamiento en nube personal (Google Drive, OneDrive personal, Dropbox)? ¿El alcance del DLP cubre TODOS los vectores de salida?",1,1-Inicial,2,2,20%,0,↓ BAJO,NIST 2.0,"Verificar alcance del DLP en todos los vectores de exfiltración. Evidencia: Política DLP configurada para correo + endpoint + web, cobertura de nube personal, reportes de alertas DLP, proceso de respuesta ante alertas.",,
PR.DS-05,Data Security,"¿Los ambientes de desarrollo, pruebas y producción están completamente separados? ¿Se usan datos reales de clientes o empleados en ambientes de prueba? Esto viola PCI-DSS, GDPR y la Ley 1581 en Colombia.",4,5-Optimizado,2,8,80%,1,★ ÓPTIMO,SÍNTESIS,"Verificar separación de ambientes y uso de datos en pruebas. Evidencia: Diagrama de ambientes separados, política de datos de prueba (anonimización/enmascaramiento), evidencia de no uso de datos reales en DEV/QA.",,
► PR.PS — Platform Security  |  El hardware y software en activos físicos y virtuales son gestionados de manera consistente con la estrategia de riesgo,,,,,,,,,,,,,
PR.PS-01,Platform Security,"¿Al configurar un servidor, endpoint o dispositivo de red nuevo, siguen una guía de hardening estándar (CIS Benchmarks, DISA STIGs) o cada administrador lo configura a su criterio? ¿Existe una imagen base ('golden image') ya endurecida como punto de partida?",5,5-Optimizado,2,10,100%,1,★ ÓPTIMO,SÍNTESIS,"Verificar proceso de hardening y uso de imágenes base seguras. Evidencia: Guías de hardening documentadas (CIS, DISA), golden images con hardening validado, proceso de validación de configuración antes de producción.",5/13/26,
PR.PS-02,Platform Security,"¿Si alguien hace un cambio no autorizado en un firewall, router o servidor crítico a las 2am, alguien se entera automáticamente? ¿Hay detección de cambios de configuración no planificados integrada al proceso de gestión de cambios?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar monitoreo de integridad de configuraciones. Evidencia: Herramienta de FIM (File Integrity Monitoring) o detección de cambios en configuraciones, alertas automáticas, integración con proceso de change management.",,
PR.PS-03,Platform Security,¿Los empleados pueden conectar USBs libremente a los equipos corporativos? ¿Hay control que bloquee o audite los medios extraíbles? ¿Está diferenciado por rol (el contador no debería poder copiar la BBDD de clientes a un USB)?,0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar control de medios extraíbles por rol. Evidencia: Política de USB con control técnico (no sólo normativo), solución de endpoint que bloquee/audite USBs, diferenciación de permisos por rol.",,
PR.PS-04,Platform Security,"¿Si un equipo se infecta con ransomware hoy, puede propagarse por toda la red en minutos o hay segmentación que lo contiene? ¿El firewall interno inspecciona el tráfico entre VLANs o hay ruta directa sin inspección?",0,0-Inexistente,3,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar segmentación de red y contención de propagación lateral. Evidencia: Diagrama de segmentación de red, reglas de firewall inter-VLAN, prueba de propagación contenida, política de micro-segmentación en activos críticos.",,
► PR.IR — Technology Infrastructure Resilience  |  Las medidas de seguridad son gestionadas para proteger la resiliencia de los sistemas y activos,,,,,,,,,,,,,
PR.IR-01,Tech Infra Resilience,"¿El endpoint protection detecta sólo virus con firmas conocidas (AV tradicional) o detecta comportamientos anómalos aunque el malware sea completamente nuevo (EDR/XDR)? ¿Tienen cobertura en servidores, no sólo en workstations?",0,0-Inexistente,3,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar capacidad EDR/XDR en endpoints y servidores. Evidencia: Solución EDR/XDR implementada (no AV básico), cobertura en workstations Y servidores, telemetría de comportamiento activa, integración con SIEM.",,
PR.IR-02,Tech Infra Resilience,"¿En la nube, confían sólo en la seguridad nativa del proveedor (AWS Security Hub, Azure Defender) o tienen capas adicionales bajo su propio control? ¿Conocen bien el modelo de responsabilidad compartida y qué cubre cada parte?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar postura de seguridad en nube más allá de controles nativos. Evidencia: CSPM (Cloud Security Posture Management) implementado, controles adicionales sobre el modelo compartido, documentación de responsabilidades cloud.",,
PR.IR-03,Tech Infra Resilience,¿Las aplicaciones web expuestas a internet tienen un WAF (Web Application Firewall) protegiéndolas? ¿Un NGFW en el perímetro no reemplaza un WAF dedicado: no entiende el tráfico de aplicación a nivel de capa 7?,0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,SÍNTESIS,"Verificar protección WAF en aplicaciones web expuestas. Evidencia: WAF implementado (no solo NGFW), cobertura de aplicaciones críticas expuestas, reglas personalizadas para las aplicaciones, actualización de firmas.",,
PR.IR-04,Tech Infra Resilience,"¿El correo electrónico corporativo tiene protección anti-phishing avanzada (análisis de comportamiento del remitente, no sólo listas negras), sandboxing de adjuntos e inspección del correo saliente para detectar exfiltración o compromiso de cuenta?",0,0-Inexistente,3,0,0%,0,✗ CRÍTICO,SÍNTESIS,"Verificar protección avanzada de correo electrónico. Evidencia: Solución de email security con anti-phishing avanzado (DMARC+DKIM+SPF configurados), sandboxing de adjuntos, inspección de saliente, reportes de amenazas bloqueadas.",,
► DE.CM — Continuous Monitoring  |  Los activos de información y la infraestructura son monitoreados para identificar eventos de ciberseguridad,,,,,,,,,,,,,
DE.CM-01,Continuous Monitoring,"¿Si un servidor crítico se cae de madrugada (3am un domingo), alguien se entera automáticamente en minutos o hay que esperar a que los usuarios reporten que no pueden trabajar el lunes? ¿Hay alertas de disponibilidad 24x7?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar monitoreo de disponibilidad 24x7 con alertas automáticas. Evidencia: Herramienta de monitoreo de infraestructura, alertas configuradas con SLA de respuesta, evidencia de notificaciones nocturnas/fines de semana recientes.",,
DE.CM-02,Continuous Monitoring,"¿Tienen SIEM donde lleguen logs de TODOS los sistemas de seguridad, servidores críticos y aplicaciones? ¿Hay alguien analizándolo activamente en tiempo real o sólo lo revisan cuando ya hay un problema declarado?",0,0-Inexistente,3,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar SIEM con cobertura completa y análisis activo. Evidencia: SIEM con fuentes de log conectadas (% cobertura), analistas dedicados con turnos, reglas de correlación activas, MTTD (tiempo promedio de detección).",,
DE.CM-03,Continuous Monitoring,"¿Saben cómo luce la red en condiciones normales (baseline)? ¿Si un usuario descarga 10GB a las 3am o un equipo escanea la red internamente, alguien recibe alerta automática? ¿Hay análisis de comportamiento (UEBA/NTA)?",0,0-Inexistente,3,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar análisis de comportamiento de red y usuario. Evidencia: Solución NTA (Network Traffic Analysis) o UEBA, baseline de comportamiento establecido, alertas de anomalías activas, revisión de alertas de comportamiento.",,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
DE.CM-04,Continuous Monitoring,"¿Los eventos de seguridad de diferentes fuentes (endpoints, red, nube, aplicaciones) se correlacionan para detectar patrones de ataque compuestos? ¿O cada herramienta funciona como isla independiente sin visión integrada?",0,0-Inexistente,3,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar correlación de eventos multi-fuente en SIEM. Evidencia: Reglas de correlación que cruzan múltiples fuentes, casos de uso de detección implementados (MITRE ATT&CK), evidencia de detecciones correlacionadas exitosas.",,
DE.CM-05,Continuous Monitoring,"¿Si descubren mañana que fueron comprometidos hace 3 meses, tendrían los logs necesarios para la investigación forense completa? ¿Cuál es el tiempo de retención actual de logs y es suficiente para el tipo de regulaciones que les aplica?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar política de retención de logs suficiente para forense. Evidencia: Política de retención de logs (mínimo 90 días caliente, 12 meses recomendado), storage de logs con integridad garantizada, prueba de recuperación de logs históricos.",,
DE.CM-06,Continuous Monitoring,¿Tienen visibilidad de comportamiento en endpoints (no sólo procesos activos) para detectar actividad maliciosa post-compromiso? ¿EDR con telemetría de comportamiento completa — no sólo AV de firmas?,0,0-Inexistente,3,0,0%,0,✗ CRÍTICO,SÍNTESIS,"Verificar telemetría EDR para detección de actividad maliciosa en endpoint. Evidencia: EDR con telemetría de proceso, red, registro y archivo activa, cobertura en endpoints críticos, integración con SIEM.",,
DE.CM-07,Continuous Monitoring,"¿El SOC/equipo de monitoreo es propio o tercerizado? ¿Cuántas horas de cobertura tienen (5x8, 7x24)? ¿La mayoría de ataques avanzados ocurren fuera del horario laboral — quién responde a un ransomware el viernes a las 11pm?",0,0-Inexistente,3,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar cobertura horaria del SOC. Evidencia: SLA del SOC (horario de cobertura), proceso de escalamiento fuera de horario, tiempos de respuesta documentados en incidentes nocturnos/fines de semana.",,
DE.CM-08,Continuous Monitoring,¿Los archivos sospechosos que llegan por correo o descarga web se analizan en un entorno sandbox antes de ejecutarse en el equipo real? ¿Ese proceso es automático (el usuario nunca lo ve) o manual (requiere intervención)?,0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar sandboxing automático de archivos sospechosos. Evidencia: Solución de sandbox integrada al correo y/o proxy web, cobertura automática sin intervención del usuario, reportes de archivos maliciosos detectados.",,
DE.CM-09,Continuous Monitoring,¿Los equipos y accesos de contratistas y terceros generan eventos que llegan al mismo SOC que monitorea los activos propios? ¿O los terceros son un punto ciego de monitoreo que los atacantes pueden aprovechar para moverse sin ser detectados?,0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar inclusión de terceros en el alcance de monitoreo. Evidencia: Logs de accesos de terceros integrados al SIEM, alertas de comportamiento anómalo de contratistas, proceso de monitoreo de sesiones privilegiadas de terceros (PAM).",,
DE.CM-10,Continuous Monitoring,"¿Los activos en la nube (AWS CloudTrail, Azure Monitor/Sentinel, GCP Cloud Logging) están integrados al SIEM corporativo? ¿O la nube es un punto ciego de visibilidad donde los atacantes pueden operar sin ser detectados?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,SÍNTESIS,"Verificar integración de logs cloud en SIEM. Evidencia: Conectores cloud en SIEM (CloudTrail, Azure Monitor integrado), reglas de detección para eventos cloud, alertas de actividad anómala en cloud activas.",,
► DE.AE — Adverse Event Analysis  |  Las anomalías son detectadas y el impacto potencial de los eventos es entendido,,,,,,,,,,,,,
DE.AE-01,Adverse Event Analysis,"¿Pueden ver el tráfico que va de equipo a equipo internamente (tráfico Este-Oeste dentro de la red)? ¿Si un equipo infectado intenta moverse lateralmente por la red buscando más activos, lo detectarían antes de que alcance los datos críticos?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar visibilidad de movimiento lateral interno. Evidencia: Solución de segmentación con inspección Este-Oeste, NTA o ISFW con visibilidad de tráfico interno, alertas de escaneo interno, detección de credenciales moviéndose lateralmente.",,
DE.AE-02,Adverse Event Analysis,"¿Cuando salta una alerta crítica, todos los involucrados saben exactamente qué hacer? ¿Hay playbooks documentados por tipo de incidente (ransomware, phishing exitoso, acceso no autorizado a BBDD), roles claros y matriz de escalamiento? ¿Se han practicado?",0,0-Inexistente,3,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar playbooks de respuesta por tipo de incidente. Evidencia: Playbooks documentados para los 5 escenarios más probables, roles y responsabilidades en cada playbook, resultado de último simulacro o tabletop exercise.",,
DE.AE-03,Adverse Event Analysis,"¿Hacen pentesting periódico (mínimo semestral) con equipo externo e independiente? ¿Los hallazgos tienen un proceso de seguimiento de remediación con fechas y responsables, o quedan en un PDF que nadie implementa?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,SÍNTESIS,"Verificar programa de pruebas de penetración con seguimiento de remediación. Evidencia: Último reporte de pentesting (<12 meses), plan de remediación de hallazgos con % completado, proceso de re-testing para validar remediación.",,
DE.AE-04,Adverse Event Analysis,"¿Las herramientas de detección funcionan principalmente basadas en firmas conocidas (sólo detectan lo que ya conocen) o en comportamiento/ML/IA (pueden detectar ataques nuevos, variantes y zero-days)?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar capacidades de detección basada en comportamiento. Evidencia: Soluciones con capacidades ML/IA activas, casos de detección de amenazas desconocidas documentados, actualización de modelos de detección.",,
DE.AE-05,Adverse Event Analysis,¿El tráfico hacia el datacenter y entre servidores críticos se inspecciona activamente? ¿Podrían detectar si un equipo interno comprometido se comunica con un servidor C&C (Command & Control) externo?,0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar detección de comunicaciones C&C y tráfico anómalo al datacenter. Evidencia: Inspección de tráfico saliente en busca de C&C, integración con threat intelligence para detección de IPs maliciosas, alertas de beaconing.",,
DE.AE-06,Adverse Event Analysis,"¿Después de cada incidente o revisión periódica, hay un ciclo formal de mejora de las capacidades de detección? ¿Las reglas del SIEM se afinan para reducir falsos positivos y mejorar la detección de verdaderos positivos?",0,0-Inexistente,1,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar ciclo de mejora continua de detección. Evidencia: Registro de ajustes de reglas SIEM post-incidente, métricas de ratio falso positivo/verdadero positivo, proceso de purple team o threat hunting periódico.",,
► RS.MA — Incident Management  |  Las respuestas a los incidentes detectados son gestionadas de acuerdo con lo establecido,,,,,,,,,,,,,
RS.MA-01,Incident Management,"¿Cuando ocurre un incidente grave, cómo sube la información hacia la alta gerencia? ¿Hay un SLA de notificación definido y conocido por criticidad del incidente (ej: ransomware en crítico = notificar CEO en <1 hora)?",0,0-Inexistente,3,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar protocolo de escalamiento con SLAs por criticidad. Evidencia: Matriz de escalamiento documentada, SLAs de notificación por nivel de severidad, evidencia de escalamientos recientes que cumplieron el SLA.",,
RS.MA-02,Incident Management,"¿Si el correo electrónico corporativo está comprometido durante el incidente, cómo se comunica el equipo de respuesta? ¿Hay un canal alternativo seguro (Signal, Telegram cifrado, sala de guerra física) preestablecido y conocido por todos?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar canal de comunicación alternativo para incidentes. Evidencia: Canal out-of-band definido y practicado, lista de contactos en sistema alternativo, última vez que se usó/probó el canal alternativo.",,
RS.MA-03,Incident Management,"¿Cuando llega una alerta crítica, cuál es el proceso paso a paso? ¿Hay triaje formal, escalamiento definido y playbooks específicos por tipo de ataque que el analista debe seguir — sin depender de improvisación?",0,0-Inexistente,3,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar proceso de triaje y playbooks por tipo de incidente. Evidencia: Procedimiento de triaje documentado, playbooks por categoría (ransomware, DDoS, phishing, insider threat), tiempo promedio de triaje.",,
RS.MA-04,Incident Management,"¿Tienen una escala de severidad formal para incidentes? ¿Un ransomware en servidor crítico y un phishing bloqueado se manejan con protocolos completamente diferentes en tiempo de respuesta, recursos asignados y comunicación?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,SÍNTESIS,"Verificar escala de severidad de incidentes con protocolos diferenciados. Evidencia: Clasificación de severidad (P1-P4 o similar), procedimientos diferenciados por nivel, MTTR objetivo por nivel de severidad.",,
► RS.AN — Incident Analysis  |  Los análisis son realizados para asegurar la respuesta efectiva y apoyar las actividades de recuperación,,,,,,,,,,,,,
RS.AN-01,Incident Analysis,"¿Después de un incidente relevante, hacen análisis forense para entender exactamente qué pasó, cómo entraron, qué tocaron y qué datos pudieron haberse exfiltrado? ¿Esa capacidad es interna o depende de contratar un tercero post-incidente?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar capacidad de análisis forense (interna o retenida). Evidencia: Capacidad forense disponible (interna o contrato de MDR/IR retainer), últimos análisis forenses realizados, herramientas forenses disponibles (EDR, memoria forense).",,
RS.AN-02,Incident Analysis,"¿Las herramientas de seguridad se integran y orquestan entre sí? ¿Si el EDR detecta un archivo malicioso, el firewall automáticamente bloquea esas IPs y el SIEM crea el caso? ¿O cada herramienta opera como isla y un analista hace todo manualmente?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,SÍNTESIS,"Verificar orquestación e integración de herramientas de seguridad. Evidencia: Plataforma SOAR o automatizaciones entre herramientas, playbooks automatizados, tiempo de contención manual vs. automatizado, evidencia de acciones automáticas en incidentes reales.",,
► RS.CO — Incident Response Reporting and Communication  |  Las actividades de respuesta son coordinadas con partes internas y externas,,,,,,,,,,,,,
RS.CO-01,Incident Response,"¿Cuando identifican un ataque en curso, cuánto tiempo tarda la contención activa del vector de ataque? ¿Hay SOAR que puede aislar automáticamente un equipo comprometido en segundos, o todo el proceso es manual (minutos/horas para contener)?",0,0-Inexistente,3,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar MTTR (Mean Time To Respond/Contain). Evidencia: Métricas de tiempo de contención, capacidad de aislamiento automatizado (SOAR/EDR), último incidente contenido con tiempo documentado.",,
RS.CO-02,Incident Response,¿Los planes de respuesta a incidentes y continuidad de negocio están documentados Y han sido ejercitados en un tabletop o simulacro real en los últimos 12 meses? ¿Un plan no ejercitado es un plan que fallará cuando se necesite?,0,0-Inexistente,3,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar plan de respuesta documentado y ejercitado recientemente. Evidencia: IRP documentado (<12 meses de antigüedad), acta del último tabletop exercise, hallazgos del simulacro y acciones correctivas implementadas.",,
► RC.RP — Incident Recovery Plan Execution  |  Los procesos y procedimientos de recuperación son ejecutados y mantenidos para garantizar la restauración de sistemas,,,,,,,,,,,,,
RC.RP-01,Recovery Plan,"¿Después de un incidente, se documentan lecciones aprendidas que REALMENTE modifican controles, políticas y planes con seguimiento? ¿O el post-mortem queda en un informe que nadie implementa porque 'ya pasó y hay que seguir'?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar ciclo de mejora post-incidente con implementación real. Evidencia: Registro de lecciones aprendidas con estado de implementación, controles modificados como resultado de incidentes pasados, responsable asignado con fecha.",,
RC.RP-02,Recovery Plan,"¿Si mañana aparece en medios de comunicación que fueron hackeados, tienen un plan de comunicación de crisis? ¿Quién habla con clientes, reguladores, prensa y empleados en nombre de la organización? ¿El vocero está entrenado?",0,0-Inexistente,1,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar plan de comunicación de crisis post-incidente. Evidencia: Plan de comunicación de crisis documentado, vocero designado con entrenamiento en medios, plantillas de comunicación aprobadas por legal, lista de contactos de reguladores.",,
RC.RP-03,Recovery Plan,"¿Hay un protocolo formal de comunicación post-incidente hacia los afectados internos y externos explicando qué pasó, qué se hizo para contenerlo y qué cambió para que no vuelva a ocurrir? ¿Se cumple el plazo regulatorio de notificación?",0,0-Inexistente,1,0,0%,0,✗ CRÍTICO,SÍNTESIS,"Verificar protocolo de notificación a afectados y reguladores. Evidencia: Proceso de notificación documentado, plazos de notificación según regulación aplicable (72h GDPR, 15 días Ley 1581 para algunos casos), plantillas de notificación.",,
,,,,,,,,,,,,,
► RC.CO — Incident Recovery Communication  |  Las actividades de restauración son coordinadas con partes internas y externas,,,,,,,,,,,,,
RC.CO-01,Recovery Comms,"¿Si cae el datacenter principal mañana (incendio, ransomware, falla catastrófica), cuánto tiempo REAL tarda la recuperación completa? ¿Los backups han sido probados en los últimos 6 meses con restore real, no sólo verificación de existencia? ¿El RTO y RPO reales son conocidos y son aceptables para el negocio?",0,0-Inexistente,3,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar RTO/RPO real validado con prueba de restore. Evidencia: Último test de restore completo (<6 meses), RTO real medido vs. teórico, RPO validado, acta de prueba de recuperación de desastre, ajustes post-prueba.",,
RC.CO-02,Recovery Comms,"¿Si se cae el enlace WAN principal de una sede, hay failover automático a un enlace de respaldo o alguien debe intervenir manualmente? ¿El enlace de respaldo es de un proveedor DIFERENTE al principal (misma falla de proveedor los dejaría sin los dos)?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,SÍNTESIS,"Verificar redundancia de conectividad con failover automático y proveedor diverso. Evidencia: Diagrama de redundancia WAN, configuración de failover automático, diferentes proveedores por enlace principal y backup, tiempo de failover medido.",,
RC.CO-03,Recovery Comms,"¿Los activos en la nube están diseñados para sobrevivir la caída de una región completa del proveedor? ¿Tienen arquitectura multi-región, autoscaling, backups cross-region e Infraestructura como Código (IaC) que permita reconstruir en otra región?",0,0-Inexistente,2,0,0%,0,✗ CRÍTICO,NIST 2.0,"Verificar resiliencia de arquitectura cloud ante falla de región. Evidencia: Arquitectura multi-región documentada, backups cross-region configurados, IaC (Terraform, CloudFormation) para reconstrucción, último test de failover de región.",,